longitude,latitude,h_over_geoid,gravity_anomaly,gnss_site,gnss_latitude_deg,gnss_longitude_deg,gnss_height_m,gnss_east_m,gnss_north_m,gnss_up_m,gnss_sig_e_m,gnss_sig_n_m,gnss_sig_u_m,gnss_corr_en,gnss_corr_eu,gnss_corr_nu,gnss_ant_m,gnss_n_dias,gnss_fecha_ini,gnss_fecha_fin,dist_gnss_km
-75.81000000,5.92000000,765.44000000,77.03841779,MEDE,6.19940514,-75.57891647,1553.44888330,0.37408492,0.53460490,0.44888333,0.00097393,0.00080501,0.00360648,-0.06085604,0.01350221,0.07241481,0.05930867,3898.00000000,05NOV10,25DEC31,40.22610000
-75.76000000,5.92000000,1377.92000000,77.31357783,MEDE,6.19940514,-75.57891647,1553.44888330,0.37408492,0.53460490,0.44888333,0.00097393,0.00080501,0.00360648,-0.06085604,0.01350221,0.07241481,0.05930867,3898.00000000,05NOV10,25DEC31,36.96170000
-75.71000000,5.92000000,1835.36000000,77.60151977,MEDE,6.19940514,-75.57891647,1553.44888330,0.37408492,0.53460490,0.44888333,0.00097393,0.00080501,0.00360648,-0.06085604,0.01350221,0.07241481,0.05930867,3898.00000000,05NOV10,25DEC31,34.28310000
-75.66000000,5.92000000,1596.04000000,78.12002583,MEDE,6.19940514,-75.57891647,1553.44888330,0.37408492,0.53460490,0.44888333,0.00097393,0.00080501,0.00360648,-0.06085604,0.01350221,0.07241481,0.05930867,3898.00000000,05NOV10,25DEC31,32.33620000
-75.61000000,5.92000000,1639.28000000,78.48039149,MEDE,6.19940514,-75.57891647,1553.44888330,0.37408492,0.53460490,0.44888333,0.00097393,0.00080501,0.00360648,-0.06085604,0.01350221,0.07241481,0.05930867,3898.00000000,05NOV10,25DEC31,31.25800000
-75.56000000,5.92000000,1579.84000000,78.83574145,MEDE,6.19940514,-75.57891647,1553.44888330,0.37408492,0.53460490,0.44888333,0.00097393,0.00080501,0.00360648,-0.06085604,0.01350221,0.07241481,0.05930867,3898.00000000,05NOV10,25DEC31,31.13880000
-75.51000000,5.92000000,2087.24000000,78.91130580,MEDE,6.19940514,-75.57891647,1553.44888330,0.37408492,0.53460490,0.44888333,0.00097393,0.00080501,0.00360648,-0.06085604,0.01350221,0.07241481,0.05930867,3898.00000000,05NOV10,25DEC31,31.98930000
-75.46000000,5.92000000,1729.32000000,79.29348102,MEDE,6.19940514,-75.57891647,1553.44888330,0.37408492,0.53460490,0.44888333,0.00097393,0.00080501,0.00360648,-0.06085604,0.01350221,0.07241481,0.05930867,3898.00000000,05NOV10,25DEC31,33.73640000
-75.41000000,5.92000000,2330.00000000,79.23093406,MEDE,6.19940514,-75.57891647,1553.44888330,0.37408492,0.53460490,0.44888333,0.00097393,0.00080501,0.00360648,-0.06085604,0.01350221,0.07241481,0.05930867,3898.00000000,05NOV10,25DEC31,36.25060000
-75.36000000,5.92000000,2421.36000000,79.32919632,MEDE,6.19940514,-75.57891647,1553.44888330,0.37408492,0.53460490,0.44888333,0.00097393,0.00080501,0.00360648,-0.06085604,0.01350221,0.07241481,0.05930867,3898.00000000,05NOV10,25DEC31,39.38520000
-75.31000000,5.92000000,2466.12000000,79.39712427,MEDE,6.19940514,-75.57891647,1553.44888330,0.37408492,0.53460490,0.44888333,0.00097393,0.00080501,0.00360648,-0.06085604,0.01350221,0.07241481,0.05930867,3898.00000000,05NOV10,25DEC31,43.00490000
-75.26000000,5.92000000,2078.20000000,79.59603594,MEDE,6.19940514,-75.57891647,1553.44888330,0.37408492,0.53460490,0.44888333,0.00097393,0.00080501,0.00360648,-0.06085604,0.01350221,0.07241481,0.05930867,3898.00000000,05NOV10,25DEC31,46.99760000
-75.21000000,5.92000000,1806.68000000,79.69676179,MEDE,6.19940514,-75.57891647,1553.44888330,0.37408492,0.53460490,0.44888333,0.00097393,0.00080501,0.00360648,-0.06085604,0.01350221,0.07241481,0.05930867,3898.00000000,05NOV10,25DEC31,51.27640000
-75.16000000,5.92000000,1022.08000000,79.96386137,MEDE,6.19940514,-75.57891647,1553.44888330,0.37408492,0.53460490,0.44888333,0.00097393,0.00080501,0.00360648,-0.06085604,0.01350221,0.07241481,0.05930867,3898.00000000,05NOV10,25DEC31,55.77530000
-75.11000000,5.92000000,951.60000000,79.87882376,MEDE,6.19940514,-75.57891647,1553.44888330,0.37408492,0.53460490,0.44888333,0.00097393,0.00080501,0.00360648,-0.06085604,0.01350221,0.07241481,0.05930867,3898.00000000,05NOV10,25DEC31,60.44540000
-75.06000000,5.92000000,749.92000000,79.79792370,MEDE,6.19940514,-75.57891647,1553.44888330,0.37408492,0.53460490,0.44888333,0.00097393,0.00080501,0.00360648,-0.06085604,0.01350221,0.07241481,0.05930867,3898.00000000,05NOV10,25DEC31,65.24970000
