lon,lat,gravity_anomaly_base_mgal,aire_libre_mgal,bouguer_mgal,altura_m,gradiente_mgal_km
-76.31,4.77,71.7119408100006,576.779044810091,393.53473681291,1636.64000000029,17.6786288459032
-76.31,4.82,71.8590135900007,546.300653590048,374.167625486834,1537.40000000015,21.140480518411
-76.31,4.87,72.1765534000004,342.855785400027,244.650164475159,877.120000000085,18.4172936651831
-76.31,4.92,72.37128177,244.101009770012,181.795437063576,556.480000000037,2.34918462801521
-76.31,4.97,72.3783830100004,307.704399010013,222.325342219079,762.560000000041,10.6676033948088
-76.31,5.02,72.5767946900006,177.90814669009,139.692688675108,341.32000000029,5.99794928833216
-76.31,5.07,72.3745324400007,405.526748440045,284.655191383253,1079.56000000014,22.9905928848386
-76.31,5.12,72.2929008300004,503.900860830014,347.308397511984,1398.60000000004,13.3356448932914
-76.31,5.17,72.4406750000004,371.474075000016,262.981227184218,969.00000000005,5.97292894986272
-76.31,5.22,72.37036454,423.248564539979,295.945811220528,1136.99999999993,9.77378937746323
-76.31,5.27,72.5746509900003,202.347122990024,155.264138094766,420.520000000078,15.1896926933929
-76.31,5.32,72.5498638800004,173.104087880004,136.621828300748,325.840000000012,2.5678376806773
-76.31,5.37,72.4854155900003,159.485927590015,127.921114735285,281.920000000048,0.623517467917637
-76.31,5.42,72.3793887200003,162.367148720012,129.718527024357,291.600000000036,3.80433143339208
-76.31,5.47,72.1937520600003,215.927288059995,163.779064325546,465.759999999983,6.01862263548939
-76.31,5.52,71.9858021300003,266.885218129992,196.173409082997,631.559999999973,5.91394108493492
-76.31,5.57,71.8975338100002,183.413229810032,142.954018781419,361.360000000102,10.5497178275707
-76.31,5.62,71.7216974800005,155.710273480078,125.23822656411,272.160000000252,9.15332387907248
-76.31,5.67,71.4834329800002,160.026944980059,127.902313509133,286.920000000191,11.4577978200001
-76.31,5.72,71.1316984100003,243.565034410018,181.004184414602,558.760000000057,9.70988258660431
-76.31,5.77,70.8141934600002,268.639137460027,196.865912316741,641.040000000088,9.44099183210728
-76.31,5.82,70.4033832900002,353.982095290022,251.096390733887,918.920000000072,11.9339403614967
-76.31,5.87,70.0197116400002,385.976735640069,271.343797241984,1023.84000000022,20.3106387031034
-76.31,5.92,69.6127285800002,411.344024580057,287.359876017296,1107.36000000019,24.9428212565356
-76.31,5.97,69.25713498,357.538910980004,252.946879281757,934.160000000014,14.1535129025359
-76.31,6.02,68.8120967800001,359.031880780037,253.736716899855,940.440000000118,18.2595296652865
-76.31,6.07,68.4084194800002,288.687099480049,208.767393834095,713.800000000157,12.0127989449608
-76.31,6.12,67.8652261200002,322.904610120049,230.37331068878,826.440000000158,16.3907190091579
-76.31,6.17,67.2335042500001,413.853024250026,288.095370311217,1123.20000000009,14.4129985614989
-76.31,6.22,66.6981730000001,375.964749000106,263.759184121766,1002.16000000034,26.5657915869566
-76.31,6.27,66.0084060800001,461.942206080067,318.292749168112,1283.00000000022,19.993246579489
-76.31,6.32,65.3578457500002,474.981141750118,326.364974075391,1327.36000000038,17.5438324836736
-76.31,6.37,64.7398787700002,418.827518770105,290.360342728953,1147.40000000034,15.8739159615882
-76.31,6.42,64.0988653900002,350.121689390089,246.349232145899,926.840000000286,9.60634583204773
-76.31,6.47,63.3342855600002,378.093941560106,263.895422408164,1019.96000000034,16.9777749650762
-76.31,6.52,62.5467778600001,395.970561860034,275.000476726798,1080.44000000011,14.7080596407837
-76.26,2.72,65.2151069600002,1153.69668295999,758.782716910514,3527.15999999998,11.9727812664802
-76.26,2.77,65.4469095100005,1074.21093350999,708.219436446866,3268.83999999998,6.72643067120315
-76.26,2.82,65.5497038900002,1137.37922388998,748.506820346327,3473.19999999994,18.881847613068
-76.26,2.87,65.84125512,992.641119119997,656.38718694838,3003.23999999999,28.8368110100899
-76.26,2.92,66.1679031600002,811.498623160013,541.083838800153,2415.20000000004,24.0037160050265
-76.26,2.97,66.47726933,651.977877330005,439.551344508594,1897.28000000002,25.4831615920107
-76.26,3.02,66.7173294000002,570.327841400066,387.612002176567,1631.92000000021,10.764345577815
-76.26,3.07,66.7413175800003,724.343229579994,485.757492461702,2130.91999999998,12.5486099796404
-76.26,3.12,67.02465203,600.594052029994,407.00877455476,1728.99999999998,22.3588191069021
-76.26,3.17,67.3831792800002,400.177419280058,279.435740142215,1078.40000000019,16.1486322099501
