lon,lat,estacion_gnss_retenida,tipo_relacion_gravedad_gnss,dist_gnss_km,clase_distancia,gravity_anomaly_base_mgal,aire_libre_mgal,bouguer_mgal,gradiente_mgal_km,usar_grilla_regional,usar_resumen_contextual_100km,usar_contexto_regional_150km
-73.31,5.42,TUNA,contextual_por_proximidad_no_asociacion_directa,13.7411,local_0_50km,48.68507127,771.21642327,509.073518782828,7.40058934166649,1,1,1
-73.26,5.42,TUNA,contextual_por_proximidad_no_asociacion_directa,16.8956,local_0_50km,47.00506221,912.04789421,598.200142332392,11.9201379047796,1,1,1
-73.21,5.42,TUNA,contextual_por_proximidad_no_asociacion_directa,21.0562,local_0_50km,45.36817713,979.31521713,640.468205128233,21.4716822323861,1,1,1
-73.16,5.42,TUNA,contextual_por_proximidad_no_asociacion_directa,25.7396,local_0_50km,43.80986426,886.05332826,580.477456255076,20.9355114935831,1,1,1
-73.11,5.42,TUNA,contextual_por_proximidad_no_asociacion_directa,30.7074,local_0_50km,42.19896895,888.54064095,581.4778907005,13.2067605451964,1,1,1
-73.06,5.42,TUNA,contextual_por_proximidad_no_asociacion_directa,35.8416,local_0_50km,40.57576634,920.17217434,601.044213274577,18.6606393009001,1,1,1
-73.01,5.42,TUNA,contextual_por_proximidad_no_asociacion_directa,41.0799,local_0_50km,38.88162456,1154.47062456,749.721765061458,12.6539166683912,1,1,1
-72.96,5.42,TUNA,contextual_por_proximidad_no_asociacion_directa,46.387,local_0_50km,37.29081849,1139.95565049,739.895831720586,13.1929939710834,1,1,1
-72.91,5.42,TUNA,contextual_por_proximidad_no_asociacion_directa,51.7418,contextual_50_100km,35.76045743,932.31752143,607.03603413552,17.0413883599556,1,1,1
-72.86,5.42,TUNA,contextual_por_proximidad_no_asociacion_directa,57.1308,contextual_50_100km,34.14368132,1029.08242532,668.106903057848,14.1145671695156,1,1,1
-72.81,5.42,TUNA,contextual_por_proximidad_no_asociacion_directa,62.5451,contextual_50_100km,32.54993946,1093.13407546,708.341629991062,19.6827197067328,1,1,1
-76.46,5.37,PER2,contextual_por_proximidad_no_asociacion_directa,106.7995,regional_100_150km,68.6801034,118.2042314,100.236293095069,1.05342897443193,1,0,1
-76.41,5.37,PER2,contextual_por_proximidad_no_asociacion_directa,102.4286,regional_100_150km,69.99065077,126.21757077,105.817780396381,5.3015559197281,1,0,1
-76.36,5.37,PER2,contextual_por_proximidad_no_asociacion_directa,98.1756,contextual_50_100km,71.18769938,208.71220338,158.816689757059,2.14879300257937,1,1,1
-76.31,5.37,PER2,contextual_por_proximidad_no_asociacion_directa,94.0564,contextual_50_100km,72.48541559,159.48592759,127.921114735276,0.623517467918127,1,1,1
-76.26,5.37,PER2,contextual_por_proximidad_no_asociacion_directa,90.0894,contextual_50_100km,73.63793052,208.02705852,159.269096325138,3.94472957887074,1,1,1
-76.21,5.37,PER2,contextual_por_proximidad_no_asociacion_directa,86.2957,contextual_50_100km,74.78149089,226.09424289,171.19619011287,3.9830433951187,1,1,1
-76.16,5.37,PER2,contextual_por_proximidad_no_asociacion_directa,82.6989,contextual_50_100km,75.84374874,275.44622874,203.028092550883,4.06271809089764,1,1,1
-76.11,5.37,PER2,contextual_por_proximidad_no_asociacion_directa,79.326,contextual_50_100km,76.89732599,292.65810199,214.37754525224,5.32023937406491,1,1,1
-76.06,5.37,PER2,contextual_por_proximidad_no_asociacion_directa,76.2067,contextual_50_100km,77.88557599,324.00024799,234.706939434737,5.87242914818653,1,1,1
-76.01,5.37,PER2,contextual_por_proximidad_no_asociacion_directa,73.3733,contextual_50_100km,78.77505879,393.36189879,279.226079323108,5.65647504075937,1,1,1
-75.96,5.37,PER2,contextual_por_proximidad_no_asociacion_directa,70.8601,contextual_50_100km,79.72193705,377.54562505,269.491675029294,9.48595201254988,1,1,1
-75.91,5.37,PER2,contextual_por_proximidad_no_asociacion_directa,68.7023,contextual_50_100km,80.3967013,528.1876453,365.723804335473,21.0100567044623,1,1,1
-75.86,5.37,PER2,contextual_por_proximidad_no_asociacion_directa,66.9343,contextual_50_100km,80.99773365,689.14958165,468.50491154306,15.6150490312823,1,1,1
-75.81,5.37,PER2,contextual_por_proximidad_no_asociacion_directa,65.5875,contextual_50_100km,81.61476783,793.82653583,535.427698247844,13.1397236095681,1,1,1
-75.76,5.37,PER2,contextual_por_proximidad_no_asociacion_directa,64.6883,contextual_50_100km,82.42967183,713.14635183,484.314894280036,11.2455327111269,1,1,1
-75.71,5.37,PER2,contextual_por_proximidad_no_asociacion_directa,64.2555,contextual_50_100km,83.15296501,659.86464501,450.626839026355,15.9676460089063,1,1,1
-75.66,5.37,PER2,contextual_por_proximidad_no_asociacion_directa,64.2986,contextual_50_100km,84.05480023,443.73427223,313.238313523848,18.7614089243241,1,1,1
-75.61,5.37,PER2,contextual_por_proximidad_no_asociacion_directa,64.8165,contextual_50_100km,84.73027051,348.43514251,252.759901730278,6.82975158821366,1,1,1
-75.56,5.37,PER2,contextual_por_proximidad_no_asociacion_directa,65.798,contextual_50_100km,84.91769092,545.71921092,378.534979383839,17.5039857357441,1,1,1
-75.51,5.37,PER2,contextual_por_proximidad_no_asociacion_directa,67.2229,contextual_50_100km,85.1851018,644.8990938,441.8282496922,12.4915570811606,1,1,1
-75.46,5.37,PER2,contextual_por_proximidad_no_asociacion_directa,69.0637,contextual_50_100km,85.42837715,717.73743315,488.328242788137,17.0165319214897,1,1,1
-75.41,5.37,PER2,contextual_por_proximidad_no_asociacion_directa,71.2882,contextual_50_100km,85.39996683,930.29739083,623.758630805245,16.1627038490476,1,1,1
-75.36,5.37,PER2,contextual_por_proximidad_no_asociacion_directa,73.8617,contextual_50_100km,85.5237956,998.0910276,667.000862344031,11.1593956238899,1,1,1
-75.31,5.37,PER2,contextual_por_proximidad_no_asociacion_directa,76.7492,contextual_50_100km,85.50026167,1122.22344567,746.088035281679,8.95227620068361,1,1,1
-75.26,5.37,PER2,contextual_por_proximidad_no_asociacion_directa,79.9166,contextual_50_100km,85.57258988,1140.55254988,757.79336562503,4.41990975115669,1,1,1
-75.21,5.37,PER2,contextual_por_proximidad_no_asociacion_directa,83.332,contextual_50_100km,85.7366055,1056.7033015,704.425121258829,22.4396916447177,1,1,1
-75.16,5.37,PER2,contextual_por_proximidad_no_asociacion_directa,86.9661,contextual_50_100km,86.12181459,786.44631059,532.360315626899,25.1367686358782,1,1,1
-75.11,5.37,PER2,contextual_por_proximidad_no_asociacion_directa,90.7928,contextual_50_100km,86.28771136,620.56071936,426.720164595785,18.8380875198052,1,1,1
-75.06,5.37,PER2,contextual_por_proximidad_no_asociacion_directa,94.7887,contextual_50_100km,86.34221606,486.74454406,341.47385243561,5.88231807632106,1,1,1
-75.01,5.37,PER2,contextual_por_proximidad_no_asociacion_directa,98.9333,contextual_50_100km,86.04959478,538.74110678,374.499281890484,8.9695456312656,1,1,1
-74.96,5.37,PER2,contextual_por_proximidad_no_asociacion_directa,103.2087,regional_100_150km,86.02660603,372.88882203,268.81182345864,13.517497237114,1,0,1
-74.91,5.37,PER2,contextual_por_proximidad_no_asociacion_directa,107.5993,regional_100_150km,85.7899751,305.6489591,225.881524117665,9.77973002439997,1,0,1
-74.86,5.37,PER2,contextual_por_proximidad_no_asociacion_directa,112.0916,regional_100_150km,85.53959319,206.04172119,162.322126540763,6.69655210421633,1,0,1
-74.06,5.37,TUNA,contextual_por_proximidad_no_asociacion_directa,79.1154,contextual_50_100km,70.86900424,728.58201224,489.955968181341,23.9926748165428,1,1,1
-74.01,5.37,TUNA,contextual_por_proximidad_no_asociacion_directa,73.7356,contextual_50_100km,69.49182536,825.70995336,551.345088844374,26.1453001668956,1,1,1
-73.96,5.37,TUNA,contextual_por_proximidad_no_asociacion_directa,68.3806,contextual_50_100km,68.07823453,928.35628253,616.237250539157,19.1170002873441,1,1,1
-73.91,5.37,TUNA,contextual_por_proximidad_no_asociacion_directa,63.0565,contextual_50_100km,66.65239774,1016.09115774,671.62356683178,5.86783613791185,1,1,1
-73.86,5.37,TUNA,contextual_por_proximidad_no_asociacion_directa,57.7721,contextual_50_100km,65.27979443,1024.84063443,676.700633399636,7.10635079054673,1,1,1
-73.81,5.37,TUNA,contextual_por_proximidad_no_asociacion_directa,52.5392,contextual_50_100km,63.92847199,980.90251199,648.213504766219,10.5419858497633,1,1,1
-73.76,5.37,TUNA,contextual_por_proximidad_no_asociacion_directa,47.3749,local_0_50km,62.62544088,852.08596088,565.66036409738,5.5281491138518,1,1,1
-73.71,5.37,TUNA,contextual_por_proximidad_no_asociacion_directa,42.3044,local_0_50km,61.13737834,886.79050634,587.233804096249,6.97681176755601,1,1,1
-73.66,5.37,TUNA,contextual_por_proximidad_no_asociacion_directa,37.3658,local_0_50km,59.58381772,970.99071372,640.321532063399,13.4337281734618,1,1,1
-73.61,5.37,TUNA,contextual_por_proximidad_no_asociacion_directa,32.6191,local_0_50km,57.96215268,1117.33657668,732.983029006148,6.62117497361078,1,1,1
-73.56,5.37,TUNA,contextual_por_proximidad_no_asociacion_directa,28.1616,local_0_50km,56.52100204,1024.35232204,673.211693226908,18.679409441834,1,1,1
-73.51,5.37,TUNA,contextual_por_proximidad_no_asociacion_directa,24.1539,local_0_50km,55.11593566,850.20531966,561.737504565554,14.0175030615161,1,1,1
-73.46,5.37,TUNA,contextual_por_proximidad_no_asociacion_directa,20.8568,local_0_50km,53.52466684,893.06479484,588.469725050624,8.13290311530517,1,1,1
-73.41,5.37,TUNA,contextual_por_proximidad_no_asociacion_directa,18.6512,local_0_50km,51.97455337,859.22277737,566.343591580051,14.6504228458833,1,1,1
-73.36,5.37,TUNA,contextual_por_proximidad_no_asociacion_directa,17.9442,local_0_50km,50.47536831,723.00117631,479.000873536008,2.28972920284449,1,1,1
-73.31,5.37,TUNA,contextual_por_proximidad_no_asociacion_directa,18.9045,local_0_50km,48.76842803,895.77667603,588.47208413831,17.0293785825663,1,1,1
-73.26,5.37,TUNA,contextual_por_proximidad_no_asociacion_directa,21.3081,local_0_50km,47.1260759,963.8779239,631.269530556949,10.8869301686286,1,1,1
-73.21,5.37,TUNA,contextual_por_proximidad_no_asociacion_directa,24.7376,local_0_50km,45.6492007,715.2865127,472.334190375498,21.1343177304474,1,1,1
-73.16,5.37,TUNA,contextual_por_proximidad_no_asociacion_directa,28.8293,local_0_50km,44.01384454,744.05442854,490.071440202276,15.8266519136543,1,1,1
-73.11,5.37,TUNA,contextual_por_proximidad_no_asociacion_directa,33.3402,local_0_50km,42.35604016,823.42264016,540.042456649403,15.9763457338208,1,1,1
-73.06,5.37,TUNA,contextual_por_proximidad_no_asociacion_directa,38.1219,local_0_50km,40.70222776,908.06573176,593.376012683656,16.7562349147343,1,1,1
-73.01,5.37,TUNA,contextual_por_proximidad_no_asociacion_directa,43.0842,local_0_50km,39.0179529,1098.4417529,714.07029103043,19.3123860228788,1,1,1
-72.96,5.37,TUNA,contextual_por_proximidad_no_asociacion_directa,48.1714,local_0_50km,37.4391048,1024.7986328,666.572939580527,31.0016364666897,1,1,1
-72.91,5.37,TUNA,contextual_por_proximidad_no_asociacion_directa,53.3477,contextual_50_100km,35.92153783,741.44285783,485.471393767603,13.8839020844246,1,1,1
-72.86,5.37,TUNA,contextual_por_proximidad_no_asociacion_directa,58.5896,contextual_50_100km,34.25816194,976.43864994,634.604445802294,14.3062309799101,1,1,1
-72.81,5.37,TUNA,contextual_por_proximidad_no_asociacion_directa,63.8809,contextual_50_100km,32.68219662,932.72026862,606.175830527417,32.282469610544,1,1,1
-72.76,5.37,TUNA,contextual_por_proximidad_no_asociacion_directa,69.2102,contextual_50_100km,31.15257827,674.89217827,441.335851599472,27.9565099420875,1,1,1
-76.46,5.32,PER2,contextual_por_proximidad_no_asociacion_directa,103.5547,regional_100_150km,68.68603118,113.12443118,97.001655034,0.660040627709191,1,0,1
-76.41,5.32,PER2,contextual_por_proximidad_no_asociacion_directa,99.0403,contextual_50_100km,70.0281787,116.7008427,99.7674491977705,3.39967198491302,1,1,1
-76.36,5.32,PER2,contextual_por_proximidad_no_asociacion_directa,94.6348,contextual_50_100km,71.28179179,170.62630379,134.582942005831,4.15910552807427,1,1,1
-76.31,5.32,PER2,contextual_por_proximidad_no_asociacion_directa,90.354,contextual_50_100km,72.54986388,173.10408788,136.621828300746,2.56783768067772,1,1,1
-76.26,5.32,PER2,contextual_por_proximidad_no_asociacion_directa,86.2165,contextual_50_100km,73.77116375,181.73178775,142.562398813079,4.6108033488213,1,1,1
-76.21,5.32,PER2,contextual_por_proximidad_no_asociacion_directa,82.244,contextual_50_100km,74.89254898,240.00589298,180.100822499751,11.9264066419546,1,1,1
-76.16,5.32,PER2,contextual_por_proximidad_no_asociacion_directa,78.4614,contextual_50_100km,75.93336646,325.92405446,235.224481540891,21.3494665294159,1,1,1
-76.11,5.32,PER2,contextual_por_proximidad_no_asociacion_directa,74.8977,contextual_50_100km,76.8791111,447.9150631,313.298839378759,22.1345337551898,1,1,1
-76.06,5.32,PER2,contextual_por_proximidad_no_asociacion_directa,71.5854,contextual_50_100km,78.03183056,360.47489456,258.001216505382,6.29947011655007,1,1,1
-76.01,5.32,PER2,contextual_por_proximidad_no_asociacion_directa,68.561,contextual_50_100km,78.92692089,439.90251289,308.936306546256,13.9048877236252,1,1,1
-75.96,5.32,PER2,contextual_por_proximidad_no_asociacion_directa,65.8642,contextual_50_100km,79.74642894,534.90674094,369.769206264595,20.0719923926549,1,1,1
-75.91,5.32,PER2,contextual_por_proximidad_no_asociacion_directa,63.5368,contextual_50_100km,80.461298,665.579242,453.291544195404,16.257017939478,1,1,1
-75.86,5.32,PER2,contextual_por_proximidad_no_asociacion_directa,61.6205,contextual_50_100km,81.23423786,708.91429386,481.184559346679,8.28421261399353,1,1,1
-75.81,5.32,PER2,contextual_por_proximidad_no_asociacion_directa,60.1548,contextual_50_100km,82.12333806,626.41967406,428.942537565077,11.0144384629324,1,1,1
-75.76,5.32,PER2,contextual_por_proximidad_no_asociacion_directa,59.1731,contextual_50_100km,82.86819957,609.43855157,418.392611337759,10.677358127164,1,1,1
-75.71,5.32,PER2,contextual_por_proximidad_no_asociacion_directa,58.6996,contextual_50_100km,83.55725599,591.68567199,407.330683858349,17.7049292674358,1,1,1
-75.66,5.32,PER2,contextual_por_proximidad_no_asociacion_directa,58.7467,contextual_50_100km,84.42469656,410.33098456,292.088335724808,12.6496997248886,1,1,1
-75.61,5.32,PER2,contextual_por_proximidad_no_asociacion_directa,59.3131,contextual_50_100km,84.99719594,394.12798794,281.971687099923,4.28178840980909,1,1,1
-75.56,5.32,PER2,contextual_por_proximidad_no_asociacion_directa,60.3843,contextual_50_100km,85.39911636,452.22576436,319.136725823699,16.654085005427,1,1,1
-75.51,5.32,PER2,contextual_por_proximidad_no_asociacion_directa,61.934,contextual_50_100km,85.48447601,680.37886801,464.544159453284,16.381109011711,1,1,1
-75.46,5.32,PER2,contextual_por_proximidad_no_asociacion_directa,63.9274,contextual_50_100km,85.76302437,734.79820037,499.32057620874,11.1838576432582,1,1,1
-75.41,5.32,PER2,contextual_por_proximidad_no_asociacion_directa,66.3246,contextual_50_100km,85.85541121,870.71161921,585.956521178063,15.1025082917249,1,1,1
-75.36,5.32,PER2,contextual_por_proximidad_no_asociacion_directa,69.0835,contextual_50_100km,85.89810651,996.63842651,666.211086495588,13.450336805257,1,1,1
-75.31,5.32,PER2,contextual_por_proximidad_no_asociacion_directa,72.1626,contextual_50_100km,85.92894435,1087.76798435,724.288953236289,7.92341985672095,1,1,1
-75.26,5.32,PER2,contextual_por_proximidad_no_asociacion_directa,75.5229,contextual_50_100km,86.10137504,1043.09466304,695.88620018696,13.1903760596479,1,1,1
-75.21,5.32,PER2,contextual_por_proximidad_no_asociacion_directa,79.1284,contextual_50_100km,86.09233556,1076.51317556,717.176802206025,10.1163425263864,1,1,1
-75.16,5.32,PER2,contextual_por_proximidad_no_asociacion_directa,82.9472,contextual_50_100km,86.34344782,897.33190382,603.095717704429,26.5805521575849,1,1,1
-75.11,5.32,PER2,contextual_por_proximidad_no_asociacion_directa,86.9513,contextual_50_100km,86.69039497,615.29750697,423.5126061644,21.7602593711123,1,1,1
-75.06,5.32,PER2,contextual_por_proximidad_no_asociacion_directa,91.1161,contextual_50_100km,86.6877584,520.1349744,362.875207291488,9.82650524057258,1,1,1
-75.01,5.32,PER2,contextual_por_proximidad_no_asociacion_directa,95.4207,contextual_50_100km,86.58624177,447.67292977,316.666416485891,7.75648822405818,1,1,1
-74.96,5.32,PER2,contextual_por_proximidad_no_asociacion_directa,99.847,contextual_50_100km,86.38071335,401.28849735,287.036235610943,8.60600138195323,1,1,1
-74.91,5.32,PER2,contextual_por_proximidad_no_asociacion_directa,104.3794,regional_100_150km,86.18775297,305.09624897,225.673662255232,12.2320956957015,1,0,1
-74.86,5.32,PER2,contextual_por_proximidad_no_asociacion_directa,109.0048,regional_100_150km,85.96085413,189.26779013,151.786814139479,6.76012240040722,1,0,1
-74.01,5.32,TUNA,contextual_por_proximidad_no_asociacion_directa,75.2844,contextual_50_100km,69.61018732,960.30385132,637.149674767006,21.0814381843546,1,1,1
-73.96,5.32,TUNA,contextual_por_proximidad_no_asociacion_directa,70.0474,contextual_50_100km,68.15141355,1099.49261355,725.309850494916,12.8362855399252,1,1,1
-73.91,5.32,TUNA,contextual_por_proximidad_no_asociacion_directa,64.8599,contextual_50_100km,66.94588594,973.62502994,644.671132523376,8.39917829426494,1,1,1
-73.86,5.32,TUNA,contextual_por_proximidad_no_asociacion_directa,59.7348,contextual_50_100km,65.58432657,960.28979057,635.680085614937,7.68330184417843,1,1,1
-73.81,5.32,TUNA,contextual_por_proximidad_no_asociacion_directa,54.6896,contextual_50_100km,64.2768288,859.6871568,571.102899433388,9.52138921121028,1,1,1
-73.76,5.32,TUNA,contextual_por_proximidad_no_asociacion_directa,49.7486,local_0_50km,62.8414991,855.6966191,568.039421361783,2.75551032674007,1,1,1
-73.71,5.32,TUNA,contextual_por_proximidad_no_asociacion_directa,44.9462,local_0_50km,61.35234027,880.88284427,583.547502295254,6.81786628672767,1,1,1
-73.66,5.32,TUNA,contextual_por_proximidad_no_asociacion_directa,40.332,local_0_50km,59.78159122,973.20055922,641.801374087899,5.24644793668477,1,1,1
-73.61,5.32,TUNA,contextual_por_proximidad_no_asociacion_directa,35.9785,local_0_50km,58.27519189,969.81787189,639.099426195175,8.91029771315543,1,1,1
-73.56,5.32,TUNA,contextual_por_proximidad_no_asociacion_directa,31.9922,local_0_50km,56.78641508,918.32355108,605.747707098354,11.5215511359282,1,1,1
-73.51,5.32,TUNA,contextual_por_proximidad_no_asociacion_directa,28.5275,local_0_50km,55.33313389,790.88740589,524.019632282264,8.66326518502787,1,1,1
-73.46,5.32,TUNA,contextual_por_proximidad_no_asociacion_directa,25.7954,local_0_50km,53.74883504,808.59677904,534.729033455543,3.68611434868124,1,1,1
-73.41,5.32,TUNA,contextual_por_proximidad_no_asociacion_directa,24.0469,local_0_50km,52.2143497,734.7511417,487.118735744228,8.09467939879661,1,1,1
-73.36,5.32,TUNA,contextual_por_proximidad_no_asociacion_directa,23.5027,local_0_50km,50.5700582,803.5417142,530.354708052818,15.0414359443991,1,1,1
-73.31,5.32,TUNA,contextual_por_proximidad_no_asociacion_directa,24.2439,local_0_50km,48.87715516,945.54531516,620.223520925155,4.65029690330114,1,1,1
-73.26,5.32,TUNA,contextual_por_proximidad_no_asociacion_directa,26.1616,local_0_50km,47.31486875,862.00652475,566.426773955596,16.9845199226915,1,1,1
-73.21,5.32,TUNA,contextual_por_proximidad_no_asociacion_directa,29.0234,local_0_50km,45.78902824,685.83777224,453.620531699376,13.6437461036636,1,1,1
-73.16,5.32,TUNA,contextual_por_proximidad_no_asociacion_directa,32.5815,local_0_50km,44.18630791,631.71133191,418.550317064162,14.3037059085903,1,1,1
-73.11,5.32,TUNA,contextual_por_proximidad_no_asociacion_directa,36.6336,local_0_50km,42.53962046,662.67749246,437.68415134257,23.359359713646,1,1,1
-73.06,5.32,TUNA,contextual_por_proximidad_no_asociacion_directa,41.0336,local_0_50km,40.76295919,1020.17295119,664.831443481089,14.6292651028908,1,1,1
-73.01,5.32,TUNA,contextual_por_proximidad_no_asociacion_directa,45.6811,local_0_50km,39.21491482,838.36547482,548.424217127766,25.9961042185639,1,1,1
-72.96,5.32,TUNA,contextual_por_proximidad_no_asociacion_directa,50.5077,contextual_50_100km,37.63052522,737.49829322,483.578004567288,27.7524393173596,1,1,1
-72.91,5.32,TUNA,contextual_por_proximidad_no_asociacion_directa,55.4669,contextual_50_100km,36.02742095,695.70312495,456.364991611559,8.21640872292814,1,1,1
-72.86,5.32,TUNA,contextual_por_proximidad_no_asociacion_directa,60.5259,contextual_50_100km,34.37507774,867.94070974,565.513257632475,23.2754870944077,1,1,1
-72.81,5.32,TUNA,contextual_por_proximidad_no_asociacion_directa,65.6617,contextual_50_100km,32.8361459,620.3611699,407.200155054162,32.3219923988248,1,1,1
-72.76,5.32,TUNA,contextual_por_proximidad_no_asociacion_directa,70.8577,contextual_50_100km,31.26119492,537.00721892,353.516590731732,15.5613609335448,1,1,1
-76.46,5.27,PER2,contextual_por_proximidad_no_asociacion_directa,100.5128,regional_100_150km,68.66940465,110.71306865,95.4591309963122,2.59184814811714,1,0,1
-76.41,5.27,PER2,contextual_por_proximidad_no_asociacion_directa,95.855,contextual_50_100km,70.02425259,127.48557259,106.637927323436,7.36056948315718,1,1,1
-76.36,5.27,PER2,contextual_por_proximidad_no_asociacion_directa,91.2955,contextual_50_100km,71.31960626,165.31916626,131.215016162281,12.2212791104709,1,1,1
-76.31,5.27,PER2,contextual_por_proximidad_no_asociacion_directa,86.8499,contextual_50_100km,72.57465099,202.34712299,155.264138094751,15.189692693392,1,1,1
-76.26,5.27,PER2,contextual_por_proximidad_no_asociacion_directa,82.5366,contextual_50_100km,73.77470035,249.87420435,185.983225322546,13.8008298716849,1,1,1
-76.21,5.27,PER2,contextual_por_proximidad_no_asociacion_directa,78.3774,contextual_50_100km,74.84047052,373.82449452,265.349560899926,23.3440163664737,1,1,1
-76.16,5.27,PER2,contextual_por_proximidad_no_asociacion_directa,74.3982,contextual_50_100km,75.75323321,582.42505721,398.598537852023,21.5200812423583,1,1,1
-76.11,5.27,PER2,contextual_por_proximidad_no_asociacion_directa,70.6294,contextual_50_100km,76.74584035,676.50376835,458.904511515083,16.3742542723731,1,1,1
-76.06,5.27,PER2,contextual_por_proximidad_no_asociacion_directa,67.1065,contextual_50_100km,78.10540982,433.35338582,304.465226179518,17.0132175429234,1,1,1
-76.01,5.27,PER2,contextual_por_proximidad_no_asociacion_directa,63.8702,contextual_50_100km,78.95734831,559.52161231,385.167223937798,14.9639315324342,1,1,1
-75.96,5.27,PER2,contextual_por_proximidad_no_asociacion_directa,60.966,contextual_50_100km,79.80645441,642.97676641,438.651928601956,17.2189700083825,1,1,1
-75.91,5.27,PER2,contextual_por_proximidad_no_asociacion_directa,58.4436,contextual_50_100km,80.56636552,750.24070952,507.274951548709,7.88293233228669,1,1,1
-75.86,5.27,PER2,contextual_por_proximidad_no_asociacion_directa,56.3543,contextual_50_100km,81.68406685,549.69448285,379.894778739043,11.6366995912214,1,1,1
-75.81,5.27,PER2,contextual_por_proximidad_no_asociacion_directa,54.7476,contextual_50_100km,82.36850904,629.05958104,430.713606052764,5.79362002966488,1,1,1
-75.76,5.27,PER2,contextual_por_proximidad_no_asociacion_directa,53.667,contextual_50_100km,83.24313659,529.89843259,367.846618126982,11.9696105914898,1,1,1
-75.71,5.27,PER2,contextual_por_proximidad_no_asociacion_directa,53.1444,contextual_50_100km,84.07367857,423.79290257,300.538757482759,15.8785893369465,1,1,1
-75.66,5.27,PER2,contextual_por_proximidad_no_asociacion_directa,53.1965,contextual_50_100km,84.80820906,345.61224106,250.989459278698,2.18677213263397,1,1,1
-75.61,5.27,PER2,contextual_por_proximidad_no_asociacion_directa,53.8214,contextual_50_100km,85.2754209,409.3177649,291.751376953154,13.714438617919,1,1,1
-75.56,5.27,PER2,contextual_por_proximidad_no_asociacion_directa,54.9997,contextual_50_100km,85.51512134,583.18816934,402.626512151588,16.0376977190648,1,1,1
-75.51,5.27,PER2,contextual_por_proximidad_no_asociacion_directa,56.6969,contextual_50_100km,85.81262301,673.59687101,460.341806636644,9.93793059111891,1,1,1
-75.46,5.27,PER2,contextual_por_proximidad_no_asociacion_directa,58.8681,contextual_50_100km,86.05948582,754.33895782,511.879275877736,14.7185973950699,1,1,1
-75.41,5.27,PER2,contextual_por_proximidad_no_asociacion_directa,61.4631,contextual_50_100km,86.11181791,920.88716191,618.02081200739,19.7094669151806,1,1,1
-75.36,5.27,PER2,contextual_por_proximidad_no_asociacion_directa,64.4307,contextual_50_100km,86.10384361,1083.75826761,721.79746458337,10.100956609657,1,1,1
-75.31,5.27,PER2,contextual_por_proximidad_no_asociacion_directa,67.722,contextual_50_100km,86.41649929,991.88593129,663.370931668461,10.2407118182187,1,1,1
-75.26,5.27,PER2,contextual_por_proximidad_no_asociacion_directa,71.2921,contextual_50_100km,86.65040263,910.52599463,611.614203432089,8.05289849190984,1,1,1
-75.21,5.27,PER2,contextual_por_proximidad_no_asociacion_directa,75.1014,contextual_50_100km,86.6236802,957.8261682,641.743620406599,16.5680655923751,1,1,1
-75.16,5.27,PER2,contextual_por_proximidad_no_asociacion_directa,79.1151,contextual_50_100km,86.89717249,767.42189249,520.519490009727,21.4380226603062,1,1,1
-75.11,5.27,PER2,contextual_por_proximidad_no_asociacion_directa,83.3039,contextual_50_100km,87.00809298,641.51291698,440.332020520426,18.1688626541066,1,1,1
-75.06,5.27,PER2,contextual_por_proximidad_no_asociacion_directa,87.6426,contextual_50_100km,87.14819341,455.22158541,321.680213431825,9.8868797151933,1,1,1
-75.01,5.27,PER2,contextual_por_proximidad_no_asociacion_directa,92.11,contextual_50_100km,86.90441681,475.18493681,334.312180234325,3.71500747100251,1,1,1
-74.96,5.27,PER2,contextual_por_proximidad_no_asociacion_directa,96.6883,contextual_50_100km,86.71794164,416.33977364,296.749081577045,10.1447174882826,1,1,1
-74.91,5.27,PER2,contextual_por_proximidad_no_asociacion_directa,101.3624,regional_100_150km,86.54854277,304.45717477,225.397350518517,12.5192259827463,1,0,1
-74.86,5.27,PER2,contextual_por_proximidad_no_asociacion_directa,106.1197,regional_100_150km,86.302711,200.163767,158.853631674804,6.10830787335326,1,0,1
-73.91,5.27,TUNA,contextual_por_proximidad_no_asociacion_directa,67.0769,contextual_50_100km,67.16126524,977.50657724,647.222550791331,11.8565570106189,1,1,1
-73.86,5.27,TUNA,contextual_por_proximidad_no_asociacion_directa,62.1345,contextual_50_100km,65.79726733,957.63892333,634.068241726568,7.55927678684201,1,1,1
-73.81,5.27,TUNA,contextual_por_proximidad_no_asociacion_directa,57.3006,contextual_50_100km,64.48413444,853.53730244,567.259497772052,7.0584360860103,1,1,1
-73.76,5.27,TUNA,contextual_por_proximidad_no_asociacion_directa,52.605,contextual_50_100km,62.99550066,895.67236466,593.567368075395,7.2883578782285,1,1,1
-73.71,5.27,TUNA,contextual_por_proximidad_no_asociacion_directa,48.0883,local_0_50km,61.50764982,911.08344982,602.847319750986,4.67951293710923,1,1,1
-73.66,5.27,TUNA,contextual_por_proximidad_no_asociacion_directa,43.806,local_0_50km,59.98060744,944.45289544,623.555907547446,3.44897881564597,1,1,1
-73.61,5.27,TUNA,contextual_por_proximidad_no_asociacion_directa,39.8336,local_0_50km,58.43795974,972.67163174,640.976862378556,2.34260774145814,1,1,1
-73.56,5.27,TUNA,contextual_por_proximidad_no_asociacion_directa,36.2732,local_0_50km,56.92735472,938.06676272,618.378983038396,5.78473268445678,1,1,1
